image,gender,occasion,full_body,lower_body,upper_body,outerwear,colour_bottom,colour_top,neckline,upper_body_length,lower_body_length,closure_type,sleeve_length,full_body_bbox,upper_body_bbox,lower_body_bbox,age_group,age,cluster,validation_type
wedding (315),female,Wedding,,skirt,top_others,,multi,multi,halter_neck,thigh_length,full_length,pullover,sleeveless,,"[148.58441, 149.17104, 435.06592, 611.6869]","[61.18437, 353.6102, 406.40894, 823.61206]",26-30,29,2,rule_based
Travel184,female,Travel,,shorts,shirt_blouse,,white,yellow,collar,hip_length,extra_short,button,long,,"[134.94696, 113.057, 312.08224, 302.09253]","[126.5404, 137.81854, 203.97366, 386.64874]",31-40,32,2,rule_based
office172,male,Office,,pants/trousers,shirt_blouse,,black,white,collar,hip_length,full_length,button,three_quarter,,"[256.2353, 160.22078, 521.0286, 465.29202]","[264.7013, 451.7568, 455.45865, 906.9569]",26-30,30,0,rule_based
party (337),female,Party,,pants/trousers,top_others,,black,white,round_neck,hip_length,thigh_length,pullover,sleeveless,,"[240.29282, 201.56494, 476.9245, 536.61816]","[229.86636, 462.701, 572.378, 1119.1545]",26-30,27,2,rule_based
wedding (171),female,Wedding,dress,,,,,pink,v_neck,below_knee,,pullover,sleeveless,"[163.16196, 179.4448, 337.41574, 677.42664]",,,26-30,28,1,rule_based
party (1),male,Party,,pants/trousers,t_shirt,coat,navy,white,v_neck,hip_length,full_length,button,long,,"[187.04906, 145.92122, 472.63773, 514.28265]","[209.38828, 391.86963, 392.33008, 842.3737]",16-20,17,0,random_check
Travel295,female,Travel,dress,,,,,blue,off_shoulder,knee_length,,pullover,sleeveless,"[145.68085, 121.92069, 274.54083, 457.52148]",,,26-30,26,1,rule_based
dating (20),female,Dating,dress,,,,,grey,off_shoulder,knee_length,,pullover,short,"[213.03427, 328.0176, 766.9862, 1303.2704]",,,31-40,37,1,rule_based
Travel64,male,Travel,,shorts,shirt_blouse,,navy,white,collar,hip_length,knee_length,button,three_quarter,,"[107.58226, 238.34471, 364.86432, 400.7997]","[196.84413, 394.0513, 295.1973, 486.47394]",26-30,27,0,random_check
wedding (176),female,Wedding,,skirt,top_others,,black,pink,v_neck,hip_length,calf_length,pullover,long,,"[176.37065, 273.33423, 287.0617, 393.13483]","[144.37526, 373.89728, 276.88925, 662.0203]",31-40,31,2,rule_based
Sports178,female,Sports,,athletic_pants,t_shirt,,black,black,round_neck,hip_length,full_length,pullover,long,,"[11.962889, 81.23375, 180.19171, 287.59515]","[11.995796, 148.09538, 167.37889, 446.93503]",16-20,16,3,rule_based
Travel271,female,Travel,,athletic_pants,t_shirt,,white,black,round_neck,hip_length,full_length,pullover,short,,"[406.30542, 172.90663, 636.2513, 413.04538]","[441.9661, 397.83282, 681.58936, 885.4828]",31-40,31,3,rule_based
party (202),male,Party,,pants/trousers,t_shirt,,black,grey,round_neck,hip_length,full_length,pullover,long,,"[242.16943, 264.27112, 428.12424, 508.15472]","[238.7324, 453.18344, 389.9004, 740.72296]",16-20,18,0,rule_based
Sports170,female,Sports,,leggings,tank_top,,blue,black,round_neck,crop,full_length,pullover,sleeveless,,"[399.2037, 254.13965, 668.4895, 597.2306]","[313.2838, 693.7442, 691.94104, 1080.0]",16-20,18,3,rule_based
office303,female,Office,,jeans,top_others,,blue,black,v_neck,hip_length,full_length,pullover,three_quarter,,"[372.77444, 203.02708, 698.6028, 702.5061]","[405.18256, 665.67847, 712.59204, 1107.6302]",31-40,35,0,rule_based
dating (82),female,Dating,dress,,,,,black,off_shoulder,knee_length,,pullover,short,"[361.36545, 392.78955, 642.87634, 1091.5529]",,,31-40,36,1,rule_based
dating (81),female,Dating,,skirt,shirt_blouse,,black,yellow,collar,hip_length,knee_length,pullover,short,,"[390.675, 192.67325, 607.56726, 461.92084]","[269.96494, 449.63315, 632.57513, 838.8401]",26-30,29,0,random_check
party (54),female,Party,dress,,,,,navy,off_shoulder,thigh_length,,zip,sleeveless,"[47.800667, 213.12724, 203.99216, 546.26086]",,,21-25,21,1,rule_based
office276,female,Office,,leggings,,jacket,pink,black,turtleneck,hip_length,full_length,zip,long,,"[309.6858, 428.0295, 644.47046, 785.4365]","[387.2498, 721.2847, 608.7614, 1068.0658]",31-40,39,0,rule_based
Sports38,male,Sports,,shorts,t_shirt,,black,silver,round_neck,hip_length,knee_length,pullover,short,,"[152.44766, 87.61828, 289.22107, 268.37695]","[159.52832, 261.31708, 288.9821, 394.2783]",16-20,20,3,rule_based
party (173),male,Party,,pants/trousers,t_shirt,coat,navy,navy,round_neck,hip_length,full_length,pullover,long,,"[254.3795, 212.34993, 515.1684, 606.64496]","[276.5713, 541.2126, 477.03708, 974.99713]",16-20,17,0,rule_based
prom038,male,Prom,,pants/trousers,shirt_blouse,coat,black,grey,collar,hip_length,full_length,button,long,,"[104.43099, 77.31835, 248.44612, 277.733]","[128.49484, 243.67714, 225.42513, 469.4093]",16-20,19,0,rule_based
party (168),female,Party,,pants/trousers,top_others,,white,white,round_neck,crop,full_length,pullover,long,,"[202.60912, 250.84938, 496.3992, 478.1887]","[235.55342, 415.83167, 472.5925, 953.3399]",16-20,20,2,rule_based
Travel48,male,Travel,,shorts,tank_top,,white,orange,round_neck,hip_length,knee_length,pullover,sleeveless,,"[190.36449, 181.76245, 304.26477, 373.45007]","[187.78134, 360.31992, 306.2912, 479.07513]",26-30,27,0,rule_based
Travel73,male,Travel,,jeans,shirt_blouse,,black,white,collar,hip_length,full_length,button,short,,"[197.87617, 100.8981, 365.51413, 298.46762]","[243.10846, 257.53613, 370.25534, 503.49863]",16-20,20,0,rule_based
prom129,male,Prom,,pants/trousers,shirt_blouse,blazer,black,black,collar,hip_length,full_length,button,long,,"[417.31503, 473.53894, 1047.3685, 1342.152]","[479.34552, 1188.9225, 926.35657, 1993.4089]",16-20,17,0,rule_based
wedding (262),female,Wedding,dress,,,,,red,off_shoulder,below_knee,,pullover,short,"[110.14768, 156.69908, 264.41504, 551.0526]",,,31-40,36,1,rule_based
party (137),female,Party,,pants/trousers,top_others,,black,multi,off_shoulder,hip_length,knee_length,pullover,long,,"[151.44408, 190.9817, 397.05963, 450.69727]","[178.49132, 424.23505, 440.65677, 918.148]",16-20,19,2,random_check
wedding (121),male,Wedding,,pants/trousers,top_others,coat,white,multi,collar,hip_length,full_length,button,long,,"[124.73294, 200.34, 303.0889, 538.5363]","[129.15645, 521.63196, 267.99353, 644.33386]",16-20,20,0,rule_based
Travel426,male,Travel,,shorts,tank_top,,brown,navy,round_neck,hip_length,knee_length,pullover,sleeveless,,"[177.461, 169.22867, 294.80624, 379.48618]","[176.68547, 351.25537, 299.49905, 492.94998]",26-30,29,0,random_check
party (251),female,Party,,pants/trousers,top_others,,grey,grey,round_neck,hip_length,full_length,pullover,sleeveless,,"[308.2041, 165.83862, 496.31473, 478.94803]","[296.34573, 370.41003, 497.36798, 953.6135]",21-25,23,2,rule_based
office190,male,Office,,pants/trousers,sweater,,brown,grey,collar,hip_length,full_length,pullover,long,,"[358.1408, 399.7593, 969.10535, 1091.9636]","[466.05026, 1016.7262, 831.1032, 1882.7435]",26-30,30,0,rule_based
wedding (18),male,Wedding,,pants/trousers,shirt_blouse,,grey,blue,collar,hip_length,full_length,button,long,,"[142.52849, 159.10428, 311.38644, 300.1146]","[160.74777, 292.7934, 261.3202, 527.17505]",26-30,30,0,random_check
office252,female,Office,,pants/trousers,top_others,,black,white,round_neck,hip_length,full_length,pullover,three_quarter,,"[339.0409, 217.43819, 682.0702, 611.18665]","[379.85306, 512.0605, 706.6994, 1120.3772]",26-30,30,2,random_check
wedding (134),male,Wedding,,pants/trousers,top_others,vest_waistcoat,white,multi,collar,hip_length,full_length,button,long,,"[142.01694, 258.40155, 331.66382, 582.3925]","[145.01598, 546.38544, 321.76642, 699.98596]",16-20,20,0,rule_based
dating (380),male,Dating,,jeans,t_shirt,,blue,black,collar,hip_length,full_length,pullover,short,,"[154.31924, 139.50919, 399.47897, 405.78345]","[179.74365, 393.25693, 353.08856, 774.40466]",21-25,25,0,rule_based
party (280),male,Party,,pants/trousers,t_shirt,coat,navy,white,round_neck,hip_length,full_length,pullover,long,,"[183.38994, 107.59925, 391.7285, 340.25894]","[202.6957, 314.77762, 343.6855, 625.3208]",16-20,16,0,rule_based
Travel71,male,Travel,,shorts,tank_top,,green,black,round_neck,hip_length,thigh_length,pullover,sleeveless,,"[191.9151, 275.18536, 302.86984, 453.22394]","[189.2206, 431.38516, 295.6759, 504.61038]",26-30,30,0,rule_based
Travel149,female,Travel,,leggings,t_shirt,jacket,navy,green,round_neck,hip_length,full_length,pullover,long,,"[165.5315, 159.2695, 277.0639, 316.44562]","[156.6705, 323.5682, 269.52835, 507.62198]",21-25,21,2,rule_based
party (310),male,Party,,pants/trousers,t_shirt,,purple,purple,round_neck,hip_length,full_length,pullover,long,,"[118.17555, 93.181526, 270.00165, 277.89185]","[145.73091, 261.5107, 272.4797, 522.6214]",21-25,24,0,rule_based
Travel217,female,Travel,,jeans,t_shirt,jacket,blue,black,round_neck,hip_length,full_length,pullover,long,,"[499.8067, 518.39465, 859.1253, 926.72156]","[492.0821, 790.7762, 771.4424, 1245.8937]",21-25,24,2,rule_based
Sports420,female,Sports,,leggings,tank_top,,grey,grey,round_neck,crop,knee_length,pullover,sleeveless,,"[133.52766, 93.5291, 525.64166, 437.36517]","[267.93863, 308.82257, 522.6889, 573.9915]",16-20,18,3,rule_based
wedding (198),female,Wedding,dress,,,,,white,off_shoulder,below_knee,,pullover,sleeveless,"[144.01375, 225.24966, 260.3708, 525.10376]",,,26-30,26,1,rule_based
prom249,female,Prom,dress,,,,,purple,halter_neck,below_knee,,pullover,sleeveless,"[46.014175, 305.25525, 349.40378, 988.4404]",,,16-20,18,1,rule_based
party (242),male,Party,,jeans,t_shirt,coat,black,black,turtleneck,hip_length,full_length,pullover,long,,"[249.59506, 130.0904, 486.13016, 550.6894]","[306.19037, 480.63153, 452.86096, 743.51465]",21-25,25,0,random_check
Travel274,female,Travel,dress,,,,,white,round_neck,thigh_length,,pullover,short,"[242.688, 633.0002, 482.0602, 993.8418]",,,31-40,38,1,rule_based
party (181),male,Party,,pants/trousers,t_shirt,coat,black,black,turtleneck,hip_length,full_length,pullover,long,,"[150.3265, 238.17307, 505.04266, 719.3162]","[188.25851, 687.64874, 448.99335, 1207.0499]",16-20,16,0,rule_based
party (212),female,Party,,skirt,top_others,,black,red,off_shoulder,crop,thigh_length,pullover,sleeveless,,"[173.48994, 312.0447, 483.6954, 579.24255]","[183.33507, 503.96277, 442.25473, 765.5227]",26-30,30,1,rule_based
Travel403,male,Travel,,pants/trousers,t_shirt,coat,black,black,round_neck,hip_length,full_length,pullover,long,,"[87.30243, 179.76424, 311.06458, 491.12466]","[140.0398, 354.66455, 254.71469, 591.9005]",16-20,16,0,rule_based
office398,female,Office,,jeans,shirt_blouse,,blue,blue,collar,hip_length,full_length,button,three_quarter,,"[319.63394, 216.80705, 644.3732, 606.62994]","[350.1977, 535.1953, 659.38165, 1096.8331]",31-40,34,0,rule_based
dating (31),female,Dating,dress,,,coat,black,pink,collar,hip_length,thigh_length,button,long,"[383.96814, 430.34177, 683.36255, 850.93335]",,,26-30,30,1,random_check
Travel57,female,Travel,,shorts,t_shirt,,black,grey,round_neck,hip_length,thigh_length,pullover,long,,"[173.17804, 196.64127, 360.24045, 346.18576]","[113.77218, 301.455, 235.36632, 567.97186]",26-30,29,2,rule_based
Travel79,female,Travel,,pants/trousers,top_others,,white,red,round_neck,hip_length,full_length,pullover,sleeveless,,"[148.47223, 144.84042, 227.10156, 245.6194]","[147.1434, 237.08516, 279.08368, 467.94107]",21-25,25,2,random_check
party (144),female,Party,,leggings,top_others,cardigan,black,multi,round_neck,thigh_length,full_length,pullover,long,,"[89.12272, 128.38026, 169.00262, 253.19505]","[92.07235, 194.67453, 163.99069, 265.27393]",16-20,19,2,random_check
office329,female,Office,dress,,,,,red,v_neck,below_knee,,zip,short,"[282.09592, 297.32687, 635.1878, 1295.2108]",,,31-40,40,1,rule_based
party (300),female,Party,,pants/trousers,top_others,,black,white,v_neck,hip_length,full_length,pullover,long,,"[119.48772, 183.19249, 388.3959, 517.60864]","[147.883, 413.5409, 373.34845, 812.11145]",16-20,17,2,rule_based
Sports207,male,Sports,,athletic_pants,sweatshirt_hoodies,,black,grey,round_neck,hip_length,full_length,zip,long,,"[315.59988, 179.36174, 664.3039, 561.3698]","[388.91812, 531.1163, 575.41974, 898.6836]",16-20,18,0,rule_based
party (170),male,Party,,pants/trousers,t_shirt,coat,grey,grey,collar,hip_length,full_length,pullover,long,,"[150.30446, 117.61715, 534.7281, 527.95166]","[237.26956, 442.84308, 444.158, 905.78467]",16-20,16,0,rule_based
wedding (58),male,Wedding,,pants/trousers,shirt_blouse,blazer,black,grey,collar,hip_length,full_length,button,long,,"[136.12762, 192.91574, 293.9912, 419.83167]","[140.76562, 396.8168, 265.0297, 619.8272]",26-30,29,0,rule_based
office452,female,Office,,skirt,shirt_blouse,,brown,white,collar,hip_length,thigh_length,button,three_quarter,,"[307.9178, 229.3069, 596.68585, 462.0999]","[365.32645, 446.5195, 594.38257, 728.3794]",26-30,29,0,rule_based
Sports280,male,Sports,,shorts,tank_top,,black,black,round_neck,hip_length,knee_length,pullover,sleeveless,,"[445.86444, 122.36643, 613.7756, 371.91757]","[465.15778, 367.9894, 595.06396, 464.80215]",16-20,17,3,random_check
Travel84,female,Travel,dress,,,,,white,halter_neck,thigh_length,,pullover,sleeveless,"[153.63518, 160.8372, 311.40915, 499.20886]",,,26-30,26,1,rule_based
wedding (181),female,Wedding,,skirt,shirt_blouse,,green,green,round_neck,crop,full_length,pullover,short,,"[114.29376, 133.29962, 264.12527, 270.65784]","[33.358173, 209.41507, 427.77094, 690.07587]",31-40,37,0,rule_based
dating (442),male,Dating,,jeans,shirt_blouse,cardigan,blue,blue,collar,hip_length,full_length,button,long,,"[161.36255, 149.38141, 412.51096, 441.05807]","[209.29646, 386.95016, 385.82657, 743.5004]",21-25,22,0,rule_based
dating (56),female,Dating,,jeans,top_others,coat,blue,multi,collar,hip_length,full_length,button,long,,"[330.91516, 246.4006, 794.34406, 733.9526]","[392.52737, 633.8843, 650.0506, 1160.9681]",21-25,24,2,rule_based
wedding (255),female,Wedding,dress,leggings,,,black,black,round_neck,thigh_length,full_length,pullover,long,"[131.19208, 176.18555, 389.8053, 631.9147]",,,31-40,38,3,random_check
party (360),female,Party,,skirt,top_others,,black,black,v_neck,hip_length,thigh_length,pullover,sleeveless,,"[187.88887, 194.2737, 383.007, 426.93787]","[169.47462, 404.2488, 413.45142, 682.4552]",26-30,28,1,rule_based
Travel140,female,Travel,dress,,,jacket,,white,round_neck,thigh_length,,pullover,long,"[128.39224, 311.43988, 274.9868, 455.13068]",,,16-20,16,1,rule_based
Travel118,male,Travel,,pants/trousers,shirt_blouse,,white,brown,collar,hip_length,full_length,button,long,,"[137.85983, 115.747765, 344.70444, 380.6785]","[171.88814, 330.28992, 340.5517, 648.84796]",16-20,18,0,rule_based
prom033,male,Prom,,pants/trousers,shirt_blouse,,navy,purple,collar,hip_length,full_length,button,long,,"[144.40009, 87.22784, 333.63803, 308.7055]","[161.4706, 262.91406, 293.87112, 572.4368]",16-20,20,0,rule_based
dating (82),female,Dating,dress,,,,,black,off_shoulder,knee_length,,pullover,short,"[361.36545, 392.78955, 642.87634, 1091.5529]",,,31-40,36,1,rule_based
office251,female,Office,,pants/trousers,top_others,coat,blue,brown,v_neck,hip_length,full_length,pullover,short,,"[345.28418, 179.96939, 683.5131, 716.36346]","[381.19348, 527.0492, 696.2527, 1114.0177]",31-40,35,2,rule_based
wedding (239),female,Wedding,dress,,,,,multi,halter_neck,below_knee,,pullover,sleeveless,"[106.91048, 207.08055, 319.85828, 579.97363]",,,26-30,29,1,rule_based
office108,male,Office,,jeans,shirt_blouse,,black,brown,collar,hip_length,full_length,button,short,,"[282.93185, 153.24362, 579.0597, 566.8239]","[344.71277, 538.96216, 552.80096, 999.7551]",31-40,33,0,rule_based
party (50),female,Party,jump_suit,,,,,black,off_shoulder,below_knee,,pullover,short,"[158.15749, 252.80464, 356.01324, 730.5602]",,,16-20,17,1,rule_based
Sports286,female,Sports,,shorts,top_others,,black,black,round_neck,crop,extra_short,pullover,sleeveless,,"[310.7897, 366.47137, 705.4649, 782.44446]","[307.9076, 950.8782, 706.8299, 1261.4297]",16-20,17,3,rule_based
Sports22,male,Sports,,athletic_pants,sweatshirt_hoodies,,black,grey,hooded,hip_length,full_length,pullover,long,,"[158.25168, 60.36473, 305.00748, 233.29987]","[182.6132, 214.2328, 272.81296, 408.02142]",16-20,20,0,rule_based
Travel29,male,Travel,,pants/trousers,shirt_blouse,,brown,black,collar,hip_length,full_length,button,three_quarter,,"[138.28168, 382.17664, 370.7578, 562.0072]","[137.33247, 537.9298, 379.1879, 750.19574]",16-20,18,0,random_check
Travel172,male,Travel,,shorts,t_shirt,,red,green,v_neck,hip_length,full_length,pullover,short,,"[185.92516, 154.19125, 473.1546, 495.67822]","[213.29373, 444.73004, 440.38815, 728.0455]",31-40,40,0,random_check
Travel305,female,Travel,dress,,,,,white,v_neck,thigh_length,,button,three_quarter,"[352.45917, 194.2746, 616.4763, 610.78357]",,,16-20,20,1,rule_based
party (267),male,Party,,jeans,t_shirt,jacket,black,white,round_neck,hip_length,full_length,pullover,long,,"[132.35237, 97.88555, 334.107, 344.89212]","[168.39769, 295.32828, 287.55667, 451.2097]",21-25,21,0,random_check
Travel431,male,Travel,,pants/trousers,shirt_blouse,,black,navy,collar,hip_length,full_length,button,three_quarter,,"[158.96458, 135.76508, 344.43423, 399.9996]","[205.85089, 361.70703, 335.24057, 613.97736]",16-20,19,0,rule_based
Travel440,male,Travel,,shorts,shirt_blouse,,black,multi,collar,hip_length,thigh_length,button,short,,"[249.20926, 115.55684, 448.36078, 376.37354]","[233.02843, 331.63663, 392.7482, 452.46555]",31-40,34,0,rule_based
office191,male,Office,,pants/trousers,shirt_blouse,blazer,white,multi,round_neck,hip_length,full_length,button,long,,"[164.11327, 142.29437, 395.1027, 465.10266]","[208.51561, 372.4124, 392.2616, 783.32263]",26-30,29,0,rule_based
dating (173),female,Dating,dress,,,,,blue,v_neck,knee_length,,pullover,short,"[394.87384, 380.53983, 645.0537, 928.76263]",,,31-40,32,1,rule_based
Travel264,female,Travel,,jeans,t_shirt,,blue,white,round_neck,hip_length,full_length,pullover,short,,"[275.3837, 236.4222, 535.5752, 530.3422]","[326.22485, 541.0803, 640.768, 1013.3251]",16-20,17,2,rule_based
Travel7,female,Travel,,jeans,sweatshirt_hoodies,blazer,blue,grey,hooded,hip_length,full_length,pullover,long,,"[107.88631, 126.92309, 350.04453, 455.1558]","[145.32503, 359.99353, 316.3464, 712.9561]",21-25,23,2,rule_based
party (143),female,Party,,skirt,top_others,,black,black,off_shoulder,hip_length,thigh_length,zip,sleeveless,,"[88.309425, 183.52628, 367.88162, 601.91797]","[99.37637, 388.82266, 345.49948, 602.5428]",26-30,27,1,rule_based
office094,male,Office,,pants/trousers,shirt_blouse,,grey,white,collar,hip_length,full_length,button,long,,"[160.27174, 180.95163, 492.0851, 483.4049]","[177.48224, 476.96335, 428.61145, 968.72]",26-30,26,0,rule_based
office092,male,Office,,pants/trousers,t_shirt,vest_waistcoat,black,black,collar,hip_length,full_length,zip,long,,"[484.87817, 333.1681, 804.4484, 772.1502]","[490.1065, 737.3344, 734.1725, 1171.1694]",26-30,26,0,rule_based
Travel38,male,Travel,,jeans,t_shirt,,navy,navy,round_neck,hip_length,full_length,pullover,three_quarter,,"[196.27353, 208.45781, 378.50842, 391.4253]","[239.55992, 370.86307, 392.70822, 591.4764]",21-25,21,0,random_check
Travel183,female,Travel,jump_suit,,,,,red,round_neck,below_knee,,pullover,sleeveless,"[149.6553, 260.63266, 385.44092, 779.84863]",,,26-30,27,1,rule_based
dating (411),male,Dating,,jeans,t_shirt,jacket,grey,grey,round_neck,hip_length,full_length,zip,long,,"[122.263794, 295.26047, 397.94287, 604.93134]","[178.79787, 571.6059, 339.64526, 890.2113]",21-25,23,0,rule_based
party (360),female,Party,,skirt,top_others,,black,black,v_neck,hip_length,thigh_length,pullover,sleeveless,,"[187.88887, 194.2737, 383.007, 426.93787]","[169.47462, 404.2488, 413.45142, 682.4552]",26-30,28,1,rule_based
Travel188,female,Travel,dress,,,,,black,v_neck,thigh_length,,pullover,long,"[370.96005, 110.78936, 756.38727, 764.85376]",,,16-20,16,1,rule_based
party (235),female,Party,,pants/trousers,top_others,,white,white,round_neck,hip_length,full_length,pullover,long,,"[252.32668, 176.20146, 467.8163, 478.9099]","[276.26447, 326.01904, 517.86523, 936.3231]",16-20,19,2,rule_based
dating (370),male,Dating,,jeans,t_shirt,jacket,black,brown,collar,hip_length,full_length,button,long,,"[136.23189, 96.465645, 409.6902, 454.8301]","[204.5887, 403.48645, 380.23148, 752.1739]",21-25,23,0,rule_based
Travel201,female,Travel,dress,,,,,pink,v_neck,below_knee,,pullover,sleeveless,"[453.20212, 407.02765, 742.87573, 1037.8107]",,,26-30,28,1,rule_based
office233,female,Office,,jeans,shirt_blouse,,black,blue,collar,hip_length,full_length,button,long,,"[348.19733, 157.97993, 651.157, 642.0462]","[389.89056, 505.66672, 603.3931, 955.46967]",31-40,32,0,random_check
Travel454,male,Travel,,shorts,shirt_blouse,,brown,multi,collar,hip_length,knee_length,button,short,,"[80.212326, 127.52859, 356.64127, 486.6924]","[136.66057, 440.51907, 349.79724, 599.40295]",31-40,35,0,rule_based
wedding (61),male,Wedding,,pants/trousers,shirt_blouse,blazer,grey,multi,collar,hip_length,full_length,button,long,,"[31.781881, 71.962906, 191.65466, 246.4055]","[61.765472, 200.21136, 161.32928, 406.7789]",16-20,16,0,random_check
office031,male,Office,,pants/trousers,shirt_blouse,,brown,navy,collar,hip_length,full_length,button,three_quarter,,"[182.6665, 151.33261, 465.4551, 425.294]","[217.3989, 424.96786, 411.11526, 806.9533]",26-30,28,0,rule_based
Travel155,male,Travel,,pants/trousers,t_shirt,,red,grey,round_neck,hip_length,full_length,pullover,short,,"[148.15416, 105.82689, 338.5825, 349.8046]","[181.49371, 322.0416, 323.92215, 567.3053]",16-20,20,0,rule_based
office084,male,Office,,pants/trousers,shirt_blouse,,silver,black,collar,hip_length,full_length,pullover,short,,"[255.99069, 260.67294, 930.4506, 806.3372]","[355.71317, 767.26794, 797.6996, 1712.4021]",31-40,40,0,rule_based
party (124),female,Party,dress,,,,,red,v_neck,thigh_length,,zip,sleeveless,"[122.81472, 127.2409, 229.53145, 336.51178]",,,21-25,22,1,rule_based
wedding (349),female,Wedding,,skirt,top_others,,multi,yellow,off_shoulder,crop,full_length,pullover,sleeveless,,"[221.3261, 184.36053, 268.1117, 205.38881]","[99.995445, 271.95914, 373.87842, 693.0575]",31-40,33,2,rule_based
dating (256),female,Dating,dress,,,,,multi,v_neck,thigh_length,,pullover,long,"[454.21115, 291.4433, 784.7313, 756.0753]",,,21-25,22,1,random_check
party (74),female,Party,jump_suit,,,,,white,v_neck,below_knee,,zip,long,"[167.87216, 165.92229, 595.1799, 1052.1117]",,,16-20,19,1,rule_based
office259,female,Office,dress,,,,,green,v_neck,knee_length,,zip,three_quarter,"[408.8896, 249.08537, 736.9902, 975.1237]",,,26-30,26,1,rule_based
Travel115,male,Travel,,shorts,shirt_blouse,,multi,black,collar,hip_length,knee_length,button,short,,"[112.145294, 103.35227, 365.73877, 367.90945]","[157.98691, 327.10217, 303.24622, 484.50815]",31-40,31,0,rule_based
dating (274),female,Dating,,jeans,sweater,,white,blue,round_neck,hip_length,full_length,pullover,long,,"[416.19205, 208.71146, 897.0722, 708.45306]","[452.09534, 542.18054, 776.176, 1221.3009]",21-25,25,2,rule_based
party (81),female,Party,,pants/trousers,top_others,,black,black,round_neck,hip_length,full_length,pullover,long,,"[232.1856, 234.3048, 500.99863, 567.26514]","[205.02052, 459.77353, 491.66818, 1065.8391]",16-20,16,2,rule_based
Travel206,female,Travel,dress,,,,,green,off_shoulder,thigh_length,,pullover,short,"[208.72806, 326.43274, 460.87994, 615.4173]",,,31-40,36,1,rule_based
wedding (46),male,Wedding,,pants/trousers,shirt_blouse,blazer,black,multi,collar,hip_length,full_length,button,long,,"[129.88586, 142.10968, 304.81546, 339.09393]","[138.1984, 295.42548, 259.6778, 545.1469]",16-20,17,0,rule_based
party (218),female,Party,,skirt,top_others,,red,red,off_shoulder,crop,thigh_length,pullover,sleeveless,,"[218.73885, 301.0355, 410.37762, 418.76642]","[191.23932, 417.02695, 414.3934, 742.9133]",26-30,27,1,rule_based
office066,male,Office,,pants/trousers,t_shirt,jacket,black,black,round_neck,hip_length,full_length,pullover,long,,"[98.03192, 146.13875, 456.53342, 683.06036]","[160.23318, 529.9535, 363.86722, 961.0549]",26-30,30,0,rule_based
Travel5,male,Travel,,shorts,t_shirt,,black,white,v_neck,hip_length,knee_length,pullover,short,,"[166.01602, 238.16754, 262.76846, 372.92972]","[178.89622, 354.87418, 260.5745, 436.2963]",31-40,37,2,rule_based
office294,female,Office,,jeans,top_others,coat,black,white,turtleneck,knee_length,full_length,pullover,long,,"[470.19763, 404.50198, 784.8884, 991.68713]","[595.1057, 1071.4655, 661.1646, 1250.4375]",31-40,38,2,rule_based
wedding (73),male,Wedding,,pants/trousers,shirt_blouse,coat,black,white,collar,hip_length,full_length,button,long,,"[65.93213, 137.74048, 429.87115, 365.56134]","[83.090996, 139.59058, 268.7028, 374.76175]",26-30,27,0,rule_based
dating (40),female,Dating,dress,,,,,blue,v_neck,knee_length,,pullover,short,"[419.73145, 465.83945, 618.7715, 862.77136]",,,31-40,40,1,rule_based
Travel87,male,Travel,,shorts,shirt_blouse,,brown,white,collar,hip_length,knee_length,button,long,,"[58.1492, 115.336655, 225.65668, 341.62817]","[88.5454, 302.35266, 232.45213, 444.00354]",26-30,26,0,rule_based
Travel394,male,Travel,,jeans,t_shirt,,blue,black,round_neck,hip_length,full_length,pullover,three_quarter,,"[171.38963, 152.25127, 442.70782, 420.77768]","[235.52043, 410.20645, 415.30945, 804.83044]",21-25,25,0,random_check
office134,male,Office,,pants/trousers,shirt_blouse,blazer,brown,brown,collar,hip_length,full_length,button,long,,"[134.6687, 147.28883, 382.10596, 508.90787]","[156.78772, 485.28513, 328.6302, 878.97034]",26-30,27,0,rule_based
wedding (133),male,Wedding,,pants/trousers,shirt_blouse,vest_waistcoat,navy,grey,collar,hip_length,full_length,button,long,,"[163.872, 145.53185, 371.01932, 376.86346]","[189.14073, 338.40094, 309.43643, 631.47125]",26-30,30,0,rule_based
party (334),male,Party,,pants/trousers,t_shirt,coat,black,black,v_neck,hip_length,full_length,pullover,long,,"[201.03665, 190.19415, 491.38287, 594.7117]","[245.41747, 517.1136, 470.1288, 956.38135]",16-20,19,0,rule_based
Travel258,female,Travel,,skirt,shirt_blouse,,black,white,collar,hip_length,full_length,button,long,,"[316.63913, 326.58047, 582.08527, 717.6542]","[316.56552, 546.70074, 601.4488, 1130.7726]",16-20,16,2,rule_based
Travel141,male,Travel,,pants/trousers,shirt_blouse,,brown,multi,collar,hip_length,full_length,button,long,,"[126.26827, 121.333626, 275.1186, 299.08682]","[155.85316, 276.3865, 349.80347, 517.47815]",16-20,20,0,rule_based
Travel6,male,Travel,,jeans,t_shirt,blazer,navy,black,round_neck,hip_length,full_length,pullover,long,,"[83.12929, 128.6573, 308.07626, 386.33032]","[141.6609, 337.7423, 273.3081, 575.7499]",21-25,22,0,rule_based
party (103),male,Party,,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,pullover,long,,"[76.51769, 74.18098, 243.6955, 298.981]","[97.983894, 250.90303, 209.85707, 567.61664]",16-20,17,0,random_check
