image,gender,occasion,full_body,lower_body,upper_body,outerwear,colour_bottom,colour_top,neckline,upper_body_length,lower_body_length,closure_type,sleeve_length,full_body_bbox,upper_body_bbox,lower_body_bbox
party (342),male,Party,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[152.70357, 120.37527, 438.80148, 539.0731]","[104.57281, 164.21483, 236.16562, 521.25183]"
party (343),female,Party,dress,nan,nan,nan,nan,black,v_neck,thigh_length,nan,zip,long,"[143.72453, 280.40762, 598.3273, 941.83215]",nan,nan
party (344),female,Party,nan,pants/trousers,top_others,nan,pink,pink,round_neck,hip_length,full_length,pullover,sleeveless,nan,"[262.9351, 425.21915, 481.9827, 1032.0741]","[262.9903, 1016.8482, 318.66876, 1129.3744]"
party (345),female,Party,dress,nan,nan,nan,nan,blue,v_neck,thigh_length,nan,zip,sleeveless,"[143.46306, 282.64023, 526.89624, 868.4368]",nan,nan
party (346),male,Party,nan,pants/trousers,shirt_blouse,coat,purple,purple,collar,hip_length,full_length,button,long,nan,"[105.153496, 57.808838, 241.28001, 203.18306]","[124.652145, 153.42728, 216.06555, 361.63702]"
party (347),male,Party,nan,pants/trousers,shirt_blouse,coat,navy,navy,collar,hip_length,full_length,button,long,nan,"[75.856865, 196.01411, 359.93042, 558.96027]","[114.76605, 448.5084, 296.26712, 860.5631]"
party (348),female,Party,nan,athletic_pants,top_others,nan,black,black,halter_neck,hip_length,full_length,pullover,sleeveless,nan,"[122.61174, 145.97888, 263.51764, 323.15875]","[78.066246, 332.85074, 288.37366, 699.3205]"
party (349),male,Party,nan,pants/trousers,shirt_blouse,coat,white,white,collar,hip_length,full_length,button,long,nan,"[189.46185, 105.52861, 385.50504, 357.70428]","[167.38258, 322.1772, 333.25098, 600.55225]"
party (350),female,Party,nan,athletic_pants,top_others,nan,black,pink,off_shoulder,hip_length,full_length,pullover,long,nan,"[158.44743, 181.30365, 547.5046, 665.90045]","[216.58778, 467.20114, 452.19373, 848.18414]"
party (351),male,Party,nan,pants/trousers,shirt_blouse,coat,white,grey,collar,hip_length,full_length,button,long,nan,"[99.796875, 71.3396, 251.61385, 257.58627]","[126.51922, 194.04515, 217.70418, 442.5511]"
party (352),male,Party,nan,pants/trousers,t_shirt,nan,blue,black,round_neck,hip_length,full_length,pullover,short,nan,"[516.1241, 554.42175, 1060.9603, 1073.5352]","[592.35583, 1066.721, 1006.14417, 1969.1476]"
party (353),female,Party,dress,nan,nan,nan,nan,multi,round_neck,thigh_length,nan,zip,long,"[201.13028, 145.91588, 336.46066, 380.91208]",nan,nan
party (354),male,Party,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[121.23356, 135.50877, 461.8557, 575.4152]","[158.79442, 488.63492, 388.90454, 989.8743]"
party (355),male,Party,nan,pants/trousers,shirt_blouse,coat,navy,navy,collar,hip_length,full_length,button,long,nan,"[1563.7711, 1303.7369, 3042.0327, 3615.28]","[1625.6792, 3123.2336, 2840.5728, 5877.1885]"
party (356),male,Party,nan,pants/trousers,shirt_blouse,coat,black,blue,collar,hip_length,full_length,button,long,nan,"[169.0592, 168.91908, 470.20093, 559.3919]","[225.20416, 472.51526, 417.17957, 918.05396]"
party (357),male,Party,nan,pants/trousers,shirt_blouse,coat,navy,navy,collar,hip_length,full_length,button,long,nan,"[145.62344, 329.83615, 507.9871, 765.69904]","[207.5051, 624.02924, 460.41724, 1187.4518]"
party (358),female,Party,jump_suit,nan,nan,nan,nan,black,v_neck,below_knee,nan,button,long,"[192.71675, 180.87575, 549.2041, 843.0782]",nan,nan
party (359),female,Party,dress,nan,nan,nan,nan,navy,v_neck,thigh_length,nan,zip,long,"[151.33647, 129.13423, 412.33008, 504.31705]",nan,nan
party (360),female,Party,nan,skirt,top_others,nan,black,black,v_neck,hip_length,thigh_length,pullover,sleeveless,nan,"[187.88887, 194.2737, 383.007, 426.93787]","[169.47462, 404.2488, 413.45142, 682.4552]"
party (361),male,Party,nan,pants/trousers,shirt_blouse,nan,brown,white,collar,hip_length,full_length,button,long,nan,"[68.95954, 219.65154, 537.4264, 645.05347]","[121.129715, 602.39014, 464.3648, 1039.7561]"
party (362),female,Party,nan,skirt,top_others,nan,grey,black,v_neck,hip_length,thigh_length,pullover,sleeveless,nan,"[138.16359, 197.52216, 316.47348, 411.96103]","[101.59028, 365.17545, 298.98508, 648.59125]"
prom001,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[118.04998, 137.09468, 392.05154, 442.71164]","[179.88136, 417.4894, 350.9342, 771.73]"
prom002,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,purple,collar,hip_length,full_length,button,long,nan,"[220.10771, 121.47263, 506.47382, 520.06195]","[268.98358, 425.42136, 450.4689, 798.9631]"
prom003,male,Prom,nan,pants/trousers,shirt_blouse,blazer,black,black,collar,hip_length,full_length,button,long,nan,"[611.5355, 437.16516, 1385.7129, 1575.6732]","[722.97546, 1422.2622, 1298.9783, 2669.015]"
prom004,male,Prom,nan,pants/trousers,shirt_blouse,nan,white,blue,collar,hip_length,full_length,button,long,nan,"[219.92714, 178.99837, 473.71774, 450.13913]","[241.26292, 455.79752, 433.35944, 929.3111]"
prom005,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[124.99184, 84.0736, 302.34253, 342.25754]","[140.44215, 293.97238, 274.28278, 580.57947]"
prom006,male,Prom,nan,pants/trousers,shirt_blouse,blazer,black,multi,collar,hip_length,full_length,button,long,nan,"[102.76866, 100.20995, 287.4243, 378.44852]","[151.61215, 299.53943, 309.44098, 648.678]"
prom007,male,Prom,nan,pants/trousers,t_shirt,blazer,green,green,collar,hip_length,full_length,button,long,nan,"[96.49211, 99.5607, 310.82492, 378.51733]","[112.413536, 296.33588, 273.9234, 642.57916]"
prom008,male,Prom,nan,pants/trousers,shirt_blouse,blazer,navy,navy,collar,hip_length,full_length,button,long,nan,"[127.38772, 103.24597, 335.37, 385.35336]","[162.00635, 318.8431, 299.9043, 656.62024]"
prom009,male,Prom,nan,pants/trousers,shirt_blouse,blazer,brown,brown,collar,hip_length,full_length,button,long,nan,"[178.70428, 94.89262, 346.5419, 360.34033]","[181.03311, 321.2678, 323.1053, 670.85834]"
prom010,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[132.93755, 95.502106, 345.96658, 385.8911]","[150.31473, 330.28387, 307.38297, 669.21313]"
prom011,male,Prom,nan,pants/trousers,sweater,blazer,red,red,turtleneck,hip_length,full_length,button,long,nan,"[168.28, 93.79407, 327.8275, 377.78107]","[181.8948, 315.0901, 322.83905, 635.2391]"
prom012,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,green,collar,hip_length,full_length,button,long,nan,"[150.48128, 94.41906, 353.90433, 392.67456]","[195.57487, 315.36084, 336.31488, 641.8405]"
prom013,male,Prom,nan,pants/trousers,shirt_blouse,coat,purple,purple,collar,hip_length,full_length,button,long,nan,"[145.5808, 102.43566, 354.6765, 381.86786]","[187.60477, 318.3362, 331.1643, 660.769]"
prom014,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,gold,collar,hip_length,full_length,button,long,nan,"[124.8087, 94.84528, 378.39932, 376.06943]","[179.7529, 300.64432, 331.2394, 661.5981]"
prom015,male,Prom,nan,pants/trousers,shirt_blouse,blazer,blue,blue,collar,hip_length,full_length,button,long,nan,"[154.46126, 103.50125, 356.81744, 363.6145]","[183.03711, 278.2044, 312.8011, 647.42346]"
prom016,male,Prom,nan,pants/trousers,shirt_blouse,blazer,orange,orange,collar,hip_length,full_length,button,long,nan,"[229.08884, 72.34292, 437.5834, 310.01425]","[272.03195, 252.03949, 396.20837, 535.8346]"
prom017,male,Prom,nan,pants/trousers,shirt_blouse,blazer,green,green,collar,hip_length,full_length,button,long,nan,"[74.925514, 47.52528, 164.5013, 188.75528]","[89.87607, 138.7391, 151.53104, 297.30646]"
prom018,male,Prom,nan,pants/trousers,shirt_blouse,coat,grey,grey,collar,hip_length,full_length,button,long,nan,"[413.98505, 243.83772, 939.31903, 959.7821]","[528.8888, 747.7178, 859.3781, 1675.6929]"
prom019,male,Prom,nan,pants/trousers,shirt_blouse,coat,grey,grey,collar,hip_length,full_length,button,long,nan,"[228.83366, 174.99736, 599.2147, 624.91864]","[309.50015, 505.14417, 509.00424, 800.0]"
prom020,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,blue,collar,hip_length,full_length,button,long,nan,"[278.22034, 211.72751, 676.7764, 706.5369]","[338.31183, 599.0149, 639.1207, 1248.2228]"
prom021,male,Prom,nan,pants/trousers,shirt_blouse,coat,navy,navy,collar,hip_length,full_length,button,long,nan,"[276.14438, 152.23706, 523.96545, 484.00443]","[316.91745, 397.16718, 477.88507, 848.74316]"
prom022,male,Prom,nan,pants/trousers,shirt_blouse,blazer,red,red,collar,hip_length,full_length,button,long,nan,"[238.79568, 138.96364, 560.27783, 567.7744]","[275.8201, 483.07364, 501.88663, 1004.9959]"
prom023,male,Prom,nan,pants/trousers,shirt_blouse,coat,brown,brown,collar,hip_length,full_length,button,long,nan,"[175.98839, 183.22739, 663.22485, 648.9313]","[246.78893, 546.77185, 496.3326, 1046.4125]"
prom025,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,white,collar,hip_length,full_length,button,long,nan,"[269.48038, 79.74866, 462.58456, 347.47192]","[262.69623, 258.50934, 427.9343, 590.9012]"
prom026,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[274.4006, 598.8702, 1319.8977, 2040.2716]","[475.2612, 1775.8167, 1237.0365, 3015.516]"
prom027,male,Prom,nan,pants/trousers,top_others,nan,gold,green,collar,hip_length,full_length,button,long,nan,"[234.18912, 191.30585, 492.9034, 662.5244]","[252.76094, 602.3438, 469.36786, 905.69415]"
prom028,male,Prom,nan,pants/trousers,shirt_blouse,blazer,grey,grey,collar,hip_length,full_length,button,long,nan,"[206.90291, 158.49196, 533.7569, 569.52]","[254.21425, 445.28668, 477.6884, 1005.81024]"
prom029,male,Prom,nan,pants/trousers,shirt_blouse,coat,green,green,collar,hip_length,full_length,button,long,nan,"[79.190674, 159.85747, 324.91025, 420.32523]","[94.555504, 354.33493, 273.45056, 719.6095]"
prom030,male,Prom,nan,pants/trousers,shirt_blouse,blazer,grey,grey,collar,hip_length,full_length,button,long,nan,"[99.571686, 83.05168, 253.56963, 285.80225]","[110.96035, 238.12415, 212.47554, 478.9646]"
prom031,male,Prom,nan,pants/trousers,shirt_blouse,blazer,navy,navy,collar,hip_length,full_length,button,long,nan,"[166.32687, 121.08122, 454.70148, 482.82397]","[237.20312, 360.9279, 466.96054, 836.3032]"
prom032,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,red,collar,hip_length,full_length,button,long,nan,"[145.55795, 143.52585, 451.5303, 521.4511]","[185.3844, 432.05954, 382.20844, 891.0446]"
prom033,male,Prom,nan,pants/trousers,shirt_blouse,nan,navy,purple,collar,hip_length,full_length,button,long,nan,"[144.40009, 87.22784, 333.63803, 308.7055]","[161.4706, 262.91406, 293.87112, 572.4368]"
prom034,male,Prom,nan,pants/trousers,shirt_blouse,blazer,navy,navy,collar,hip_length,full_length,button,long,nan,"[564.3499, 424.27216, 1428.808, 1558.753]","[707.03357, 1281.9485, 1228.5171, 2629.4932]"
prom035,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[104.52844, 77.81376, 244.70074, 285.81274]","[127.253006, 234.02759, 223.06302, 466.469]"
prom036,male,Prom,nan,pants/trousers,shirt_blouse,blazer,grey,grey,collar,hip_length,full_length,button,long,nan,"[548.96063, 441.14932, 1433.7034, 1519.479]","[716.4197, 1278.2778, 1273.5703, 2622.583]"
prom037,male,Prom,nan,pants/trousers,shirt_blouse,coat,red,red,collar,hip_length,full_length,button,long,nan,"[598.05597, 451.37628, 1385.6066, 1588.0203]","[700.80804, 1385.7867, 1247.7352, 2653.3801]"
prom038,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,grey,collar,hip_length,full_length,button,long,nan,"[104.43099, 77.31835, 248.44612, 277.733]","[128.49484, 243.67714, 225.42513, 469.4093]"
prom039,male,Prom,nan,pants/trousers,shirt_blouse,blazer,grey,grey,collar,hip_length,full_length,button,long,nan,"[96.068275, 76.54267, 240.7314, 283.96405]","[114.65042, 223.74942, 223.57281, 478.5954]"
prom040,male,Prom,nan,pants/trousers,shirt_blouse,blazer,black,black,collar,hip_length,full_length,button,long,nan,"[487.4308, 434.04678, 1331.615, 1570.1533]","[665.24133, 1306.8113, 1302.3857, 2708.313]"
prom041,male,Prom,nan,pants/trousers,shirt_blouse,blazer,grey,grey,collar,hip_length,full_length,button,long,nan,"[101.40394, 87.09903, 256.2649, 267.30093]","[125.84482, 220.10727, 218.00717, 467.5415]"
prom042,male,Prom,nan,pants/trousers,top_others,nan,brown,brown,collar,hip_length,full_length,button,long,nan,"[245.40083, 276.04807, 652.21436, 835.05566]","[300.2948, 736.03955, 582.59265, 1347.2451]"
prom043,male,Prom,nan,pants/trousers,shirt_blouse,blazer,blue,blue,collar,hip_length,full_length,button,long,nan,"[130.8886, 127.52989, 438.4768, 528.2487]","[196.34541, 480.1365, 440.70148, 880.01764]"
prom044,male,Prom,nan,pants/trousers,t_shirt,jacket,black,black,collar,hip_length,full_length,button,long,nan,"[28.055843, 162.83464, 476.3827, 555.3989]","[171.41063, 523.4121, 384.22113, 998.95935]"
prom045,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,red,collar,hip_length,full_length,button,long,nan,"[147.5217, 134.77719, 428.06943, 488.77707]","[195.51865, 402.3641, 371.8368, 859.7967]"
prom046,male,Prom,nan,pants/trousers,shirt_blouse,coat,multi,multi,collar,hip_length,full_length,button,long,nan,"[45.026154, 44.987667, 176.0573, 194.65942]","[74.50962, 163.71242, 151.29861, 327.3989]"
prom047,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[64.19906, 80.78745, 242.91216, 317.7523]","[102.42131, 274.40546, 247.20393, 571.2392]"
prom048,male,Prom,nan,pants/trousers,shirt_blouse,blazer,white,multi,collar,hip_length,full_length,button,long,nan,"[219.10126, 137.96877, 536.691, 554.5441]","[256.18292, 426.2954, 474.25775, 800.0]"
prom049,male,Prom,nan,pants/trousers,shirt_blouse,coat,pink,pink,collar,hip_length,full_length,button,long,nan,"[263.05386, 146.6481, 603.3709, 595.5057]","[295.40863, 500.43347, 540.862, 990.89014]"
prom050,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[287.47803, 134.15324, 531.61304, 476.4718]","[308.15057, 387.25397, 489.76492, 800.89685]"
prom051,male,Prom,nan,pants/trousers,shirt_blouse,coat,grey,grey,collar,hip_length,full_length,button,long,nan,"[1111.1366, 812.0636, 2458.5996, 2677.6343]","[1389.3727, 2129.9373, 2222.1897, 4204.9707]"
prom052,male,Prom,nan,pants/trousers,shirt_blouse,coat,red,red,collar,hip_length,full_length,button,long,nan,"[84.88491, 60.669003, 256.98972, 296.6805]","[97.81562, 230.48259, 208.24168, 458.622]"
prom053,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,green,collar,hip_length,full_length,button,long,nan,"[162.16852, 176.76575, 482.43448, 635.5169]","[201.04552, 524.5151, 438.63245, 1080.9418]"
prom054,male,Prom,nan,pants/trousers,shirt_blouse,blazer,navy,navy,collar,hip_length,full_length,button,long,nan,"[246.82686, 223.4361, 575.5711, 689.62744]","[313.66364, 614.62115, 544.9714, 1106.0907]"
prom055,male,Prom,nan,pants/trousers,shirt_blouse,coat,red,red,collar,hip_length,full_length,button,long,nan,"[68.52942, 94.600746, 285.07297, 409.8112]","[94.76136, 344.1733, 240.0385, 663.1252]"
prom056,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[543.7046, 427.68143, 1422.0326, 1579.053]","[757.1205, 1275.3932, 1322.3663, 2658.4087]"
prom057,male,Prom,nan,pants/trousers,shirt_blouse,coat,brown,brown,collar,hip_length,full_length,button,long,nan,"[340.54105, 123.31416, 726.1424, 565.4211]","[410.41104, 463.14047, 639.1487, 1022.64575]"
prom058,male,Prom,nan,pants/trousers,shirt_blouse,blazer,red,red,collar,hip_length,full_length,button,long,nan,"[293.03903, 139.21312, 501.40067, 417.09564]","[333.26843, 345.64005, 462.3177, 701.91077]"
prom059,male,Prom,nan,pants/trousers,shirt_blouse,blazer,navy,navy,collar,hip_length,full_length,button,long,nan,"[328.64743, 128.89185, 589.7816, 441.19745]","[327.8604, 367.59525, 532.0143, 761.9042]"
prom060,male,Prom,nan,pants/trousers,shirt_blouse,blazer,black,black,collar,hip_length,full_length,button,long,nan,"[149.24133, 134.76643, 435.45892, 498.52896]","[190.56915, 413.31686, 402.0205, 870.07477]"
prom061,male,Prom,nan,pants/trousers,shirt_blouse,blazer,navy,navy,collar,hip_length,full_length,button,long,nan,"[225.0054, 145.94945, 469.6921, 517.7234]","[237.8147, 466.59042, 440.85217, 912.2818]"
prom062,male,Prom,nan,pants/trousers,shirt_blouse,nan,grey,multi,collar,hip_length,full_length,button,long,nan,"[126.813774, 88.746666, 338.31458, 269.2052]","[146.20169, 269.83206, 285.34494, 577.1104]"
prom063,male,Prom,nan,pants/trousers,shirt_blouse,blazer,grey,navy,collar,hip_length,full_length,button,long,nan,"[146.94489, 150.64134, 480.15378, 565.0102]","[210.78323, 451.31454, 427.13394, 946.2049]"
prom064,male,Prom,nan,pants/trousers,shirt_blouse,coat,navy,purple,collar,hip_length,full_length,button,long,nan,"[220.10771, 121.47263, 506.47382, 520.06195]","[268.98358, 425.42136, 450.4689, 798.9631]"
prom065,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,silver,collar,hip_length,full_length,button,long,nan,"[221.50372, 73.452286, 388.1521, 323.1136]","[249.91136, 249.2368, 365.24936, 546.7944]"
prom066,male,Prom,nan,pants/trousers,shirt_blouse,blazer,grey,grey,collar,hip_length,full_length,button,long,nan,"[190.42517, 167.02205, 497.62592, 516.57837]","[243.73007, 456.81738, 483.21133, 894.3413]"
prom067,male,Prom,nan,pants/trousers,shirt_blouse,blazer,navy,navy,collar,hip_length,full_length,button,long,nan,"[581.7125, 456.6368, 1470.167, 1591.3707]","[686.587, 1356.6604, 1301.336, 2780.554]"
prom068,male,Prom,nan,pants/trousers,shirt_blouse,blazer,black,red,collar,hip_length,full_length,button,long,nan,"[131.46062, 89.25677, 326.07153, 316.7875]","[167.83215, 261.67822, 296.2657, 549.0629]"
prom069,male,Prom,nan,pants/trousers,shirt_blouse,blazer,grey,grey,collar,hip_length,full_length,button,long,nan,"[86.950516, 219.20454, 625.80164, 820.3452]","[171.2871, 700.54974, 546.934, 1486.4547]"
prom070,male,Prom,nan,pants/trousers,shirt_blouse,blazer,navy,navy,collar,hip_length,full_length,button,long,nan,"[184.35966, 123.549225, 368.24475, 389.617]","[183.84695, 319.19287, 327.82828, 672.3987]"
prom071,male,Prom,nan,pants/trousers,shirt_blouse,coat,pink,pink,collar,hip_length,full_length,button,long,nan,"[213.3976, 162.32376, 471.1989, 532.61316]","[257.39722, 458.9479, 421.5263, 958.2423]"
prom072,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,blue,collar,hip_length,full_length,button,long,nan,"[637.8361, 384.06558, 1508.3088, 1619.9191]","[807.7227, 1295.4829, 1379.9113, 2763.8945]"
prom073,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[262.7892, 239.74487, 551.19244, 654.8577]","[310.96286, 555.46136, 518.16675, 982.8693]"
prom074,male,Prom,nan,pants/trousers,shirt_blouse,blazer,navy,navy,collar,hip_length,full_length,button,long,nan,"[213.76747, 143.91614, 473.6178, 530.47064]","[257.46738, 428.10834, 441.2831, 896.08295]"
prom075,male,Prom,nan,pants/trousers,shirt_blouse,blazer,red,red,collar,hip_length,full_length,button,long,nan,"[157.7556, 176.8684, 428.92325, 554.74457]","[185.99234, 386.5202, 376.4567, 882.0367]"
prom076,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,red,collar,hip_length,full_length,button,long,nan,"[167.5728, 78.35385, 412.17474, 350.36783]","[217.87865, 264.84415, 428.69348, 634.25183]"
prom077,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,red,collar,hip_length,full_length,button,long,nan,"[164.0002, 128.45515, 409.94864, 458.05072]","[210.82507, 377.0446, 386.51413, 772.2897]"
prom078,male,Prom,nan,pants/trousers,shirt_blouse,coat,brown,brown,collar,hip_length,full_length,button,long,nan,"[459.03378, 249.43472, 947.0549, 879.8662]","[538.6085, 681.965, 871.7098, 1476.6107]"
prom079,male,Prom,nan,pants/trousers,shirt_blouse,blazer,white,white,collar,hip_length,full_length,button,long,nan,"[169.16055, 131.86502, 484.29858, 536.7921]","[251.54703, 426.375, 435.2969, 758.5272]"
prom080,male,Prom,nan,pants/trousers,shirt_blouse,blazer,red,red,collar,hip_length,full_length,button,long,nan,"[575.6428, 536.3137, 1246.4979, 1462.3438]","[669.60016, 1190.9124, 1109.982, 2223.076]"
prom081,male,Prom,nan,pants/trousers,shirt_blouse,blazer,navy,navy,collar,hip_length,full_length,button,long,nan,"[280.1201, 187.70699, 615.63824, 620.71686]","[337.48627, 542.25745, 559.98785, 1073.9949]"
prom082,male,Prom,nan,pants/trousers,shirt_blouse,blazer,grey,navy,collar,hip_length,full_length,button,long,nan,"[287.14465, 206.93904, 761.67114, 788.05646]","[373.18643, 659.132, 674.9122, 1325.474]"
prom083,male,Prom,nan,pants/trousers,shirt_blouse,coat,purple,purple,collar,hip_length,full_length,button,long,nan,"[242.48334, 127.0229, 572.2365, 591.9287]","[313.5277, 445.18958, 538.46625, 958.1841]"
prom084,male,Prom,nan,pants/trousers,shirt_blouse,blazer,grey,grey,collar,hip_length,full_length,button,long,nan,"[319.32733, 168.73064, 659.35315, 661.31396]","[390.1989, 516.8493, 609.6879, 1095.1282]"
prom085,male,Prom,nan,pants/trousers,shirt_blouse,blazer,red,red,collar,hip_length,full_length,button,long,nan,"[301.18213, 99.59876, 461.19766, 329.94894]","[312.0281, 281.08832, 439.8543, 565.71014]"
prom086,male,Prom,nan,pants/trousers,shirt_blouse,nan,navy,grey,collar,hip_length,full_length,button,short,nan,"[127.19641, 120.14257, 339.12756, 330.612]","[164.64053, 320.8192, 332.5304, 669.9016]"
prom087,male,Prom,nan,pants/trousers,shirt_blouse,coat,navy,navy,collar,hip_length,full_length,button,long,nan,"[126.66439, 130.88007, 335.51135, 391.17584]","[169.09296, 328.19354, 293.72495, 624.3616]"
prom088,male,Prom,nan,pants/trousers,shirt_blouse,nan,navy,white,collar,hip_length,full_length,button,long,nan,"[109.73074, 239.3336, 484.32593, 696.81604]","[156.73526, 642.7172, 427.5295, 1238.904]"
prom089,male,Prom,nan,pants/trousers,shirt_blouse,blazer,black,black,collar,hip_length,full_length,button,long,nan,"[68.341064, 54.580467, 181.55653, 207.45247]","[84.28384, 182.14888, 159.71689, 344.41992]"
prom090,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[659.44653, 364.7608, 1333.9329, 1373.551]","[767.7094, 1133.9021, 1230.5892, 2318.0603]"
prom091,male,Prom,nan,pants/trousers,shirt_blouse,blazer,grey,grey,collar,hip_length,full_length,button,long,nan,"[92.7068, 55.467228, 196.52806, 195.05861]","[100.65535, 165.04292, 179.44049, 328.44556]"
prom092,male,Prom,nan,pants/trousers,shirt_blouse,coat,silver,silver,collar,hip_length,full_length,button,long,nan,"[99.43858, 76.41191, 253.45476, 295.03604]","[122.92813, 229.60403, 231.11688, 482.40067]"
prom093,male,Prom,nan,pants/trousers,shirt_blouse,blazer,silver,silver,collar,hip_length,full_length,button,long,nan,"[114.68742, 91.04465, 287.49924, 320.08493]","[147.09833, 268.1532, 261.15244, 530.24725]"
prom094,male,Prom,nan,pants/trousers,shirt_blouse,vest_waistcoat,navy,black,collar,hip_length,full_length,button,long,nan,"[331.00632, 233.97543, 816.0161, 817.7355]","[432.94363, 690.8056, 719.5189, 1475.9929]"
prom095,male,Prom,nan,pants/trousers,shirt_blouse,coat,white,white,collar,hip_length,full_length,button,long,nan,"[4.7145743, 54.34018, 116.11743, 216.44601]","[6.3859854, 115.10186, 101.91951, 345.14096]"
prom096,male,Prom,nan,pants/trousers,shirt_blouse,coat,white,white,collar,hip_length,full_length,button,long,nan,"[91.34781, 42.353764, 158.0724, 136.34776]","[97.8128, 61.095284, 150.36514, 236.01721]"
prom097,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[519.5184, 523.0365, 1263.8997, 1478.7172]","[717.2957, 1291.2823, 1173.1023, 2297.785]"
prom098,male,Prom,nan,pants/trousers,shirt_blouse,blazer,black,black,collar,hip_length,full_length,button,long,nan,"[567.0401, 377.065, 1285.0718, 1352.7744]","[707.8107, 1126.2172, 1278.4683, 2349.6428]"
prom099,male,Prom,nan,pants/trousers,shirt_blouse,blazer,grey,grey,collar,hip_length,full_length,button,long,nan,"[133.29106, 99.65647, 342.76645, 381.0238]","[168.07246, 303.9302, 307.70154, 639.2577]"
prom100,male,Prom,nan,pants/trousers,shirt_blouse,blazer,orange,orange,collar,hip_length,full_length,button,long,nan,"[219.31978, 125.131874, 268.99405, 213.32526]","[140.28911, 125.912895, 320.70233, 595.3449]"
prom101,male,Prom,nan,pants/trousers,shirt_blouse,nan,black,pink,collar,hip_length,full_length,button,short,nan,"[151.13782, 129.85796, 337.09747, 325.3961]","[168.43196, 317.6772, 297.59225, 633.4906]"
prom102,male,Prom,nan,pants/trousers,shirt_blouse,blazer,silver,silver,collar,hip_length,full_length,button,long,nan,"[63.779312, 50.775368, 166.05594, 184.34268]","[88.38303, 160.7137, 176.24626, 322.61246]"
prom103,male,Prom,nan,pants/trousers,shirt_blouse,blazer,black,black,collar,hip_length,full_length,button,long,nan,"[129.70218, 95.6487, 336.92273, 372.1129]","[163.80986, 299.55115, 306.04758, 671.88367]"
prom104,male,Prom,nan,pants/trousers,shirt_blouse,coat,white,white,collar,hip_length,full_length,button,long,nan,"[67.8205, 61.48031, 187.83612, 209.28183]","[78.73271, 177.35878, 156.48584, 332.9225]"
prom105,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[71.33926, 56.006733, 178.86507, 205.557]","[80.50638, 177.95563, 154.09117, 339.2461]"
prom106,male,Prom,nan,pants/trousers,shirt_blouse,blazer,grey,grey,collar,hip_length,full_length,button,long,nan,"[151.09085, 92.70166, 325.34555, 338.49484]","[180.60303, 292.13406, 295.8249, 559.5827]"
prom107,male,Prom,nan,pants/trousers,shirt_blouse,coat,white,white,collar,hip_length,full_length,button,long,nan,"[21.176012, 70.88248, 155.86842, 297.81125]","[54.940987, 184.174, 138.49796, 369.40982]"
prom108,male,Prom,nan,pants/trousers,shirt_blouse,coat,white,white,collar,hip_length,full_length,button,long,nan,"[89.08005, 36.68975, 167.2692, 134.60751]","[102.376945, 112.34001, 152.88013, 232.1755]"
prom109,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,blue,collar,hip_length,full_length,button,long,nan,"[541.24115, 422.94257, 1205.8394, 1428.8748]","[683.9736, 1250.2859, 1090.8618, 2267.321]"
prom110,male,Prom,nan,pants/trousers,shirt_blouse,coat,black,green,collar,hip_length,full_length,button,long,nan,"[177.1443, 151.78244, 450.44147, 523.95844]","[229.01814, 430.12238, 424.94092, 897.58936]"
